NAME,year,category,category_count,total_count,proportion
East Asia [EAS:22],2024,high,30721070,111131038,0.2764400526880708
East Asia [EAS:22],2024,low,41887430,111131038,0.37691927254382346
East Asia [EAS:22],2024,medium,38522538,111131038,0.34664067476810573
East North America [ENA:5],1999,high,8168529,35401078,0.23074238021791313
East North America [ENA:5],1999,low,12575372,35401078,0.35522567985076614
East North America [ENA:5],1999,medium,14657177,35401078,0.41403193993132076
East North America [ENA:5],2000,high,7495127,35401078,0.21172030411051324
East North America [ENA:5],2000,low,12640622,35401078,0.35706884406175426
East North America [ENA:5],2000,medium,15265329,35401078,0.4312108518277325
East North America [ENA:5],2001,high,7254451,35401078,0.2049217540776583
East North America [ENA:5],2001,low,12533501,35401078,0.35404291925799547
East North America [ENA:5],2001,medium,15613126,35401078,0.4410353266643462
East North America [ENA:5],2022,high,8596234,35401078,0.24282407445332596
East North America [ENA:5],2022,low,12381352,35401078,0.34974505578615434
East North America [ENA:5],2022,medium,14423492,35401078,0.40743086976051973
East North America [ENA:5],2023,high,7531111,35401078,0.21273677033224808
East North America [ENA:5],2023,low,13568693,35401078,0.383284740651118
East North America [ENA:5],2023,medium,14301274,35401078,0.4039784890166339
East North America [ENA:5],2024,high,8306681,35401078,0.2346448602497359
East North America [ENA:5],2024,low,12669846,35401078,0.357894355646458
East North America [ENA:5],2024,medium,14424551,35401078,0.4074607841038061
North Asia [NAS:18],1999,high,4213445,325286675,0.012953020593296666
North Asia [NAS:18],1999,low,274532750,325286675,0.8439717058806666
North Asia [NAS:18],1999,medium,46540480,325286675,0.1430752735260367
North Asia [NAS:18],2000,high,3622717,325286675,0.011136997849665991
North Asia [NAS:18],2000,low,275367485,325286675,0.8465378577219617
North Asia [NAS:18],2000,medium,46296473,325286675,0.1423251444283723
North Asia [NAS:18],2001,high,3414457,325286675,0.010496762586417043
North Asia [NAS:18],2001,low,276286379,325286675,0.8493627321192914
North Asia [NAS:18],2001,medium,45585839,325286675,0.14014050529429156
North Asia [NAS:18],2022,high,3878819,325286675,0.011924309534044086
North Asia [NAS:18],2022,low,274720762,325286675,0.8445496945117718
North Asia [NAS:18],2022,medium,46687094,325286675,0.1435259959541841
North Asia [NAS:18],2023,high,3683618,325286675,0.01132422039728495
North Asia [NAS:18],2023,low,277247108,325286675,0.8523162161499545
North Asia [NAS:18],2023,medium,44355949,325286675,0.13635956345276054
North Asia [NAS:18],2024,high,3668135,325286675,0.011276622382395468
North Asia [NAS:18],2024,low,276862993,325286675,0.85113536544342006
North Asia [NAS:18],2024,medium,44755547,325286675,0.1375880121741845
North Australia [NAU:25],1999,high,633151,71764572,0.008822612360873552
North Australia [NAU:25],1999,low,59163242,71764572,0.8244073691403051
North Australia [NAU:25],1999,medium,11968179,71764572,0.1667700184988214
North Australia [NAU:25],2000,high,705962,71764572,0.009837193761846722
North Australia [NAU:25],2000,low,57774398,71764572,0.8050545887739705
North Australia [NAU:25],2000,medium,13284212,71764572,0.18510821746418274
North Australia [NAU:25],2001,high,649751,71764572,0.009053924267812815
North Australia [NAU:25],2001,low,59219207,71764572,0.8251872107590915
North Australia [NAU:25],2001,medium,11895614,71764572,0.16575886497309564
North Australia [NAU:25],2022,high,901935,71764572,0.01256797016778697
North Australia [NAU:25],2022,low,55421876,71764572,0.772273483356105
North Australia [NAU:25],2022,medium,15440761,71764572,0.21515854647610802
North Australia [NAU:25],2023,high,780923,71764572,0.010881734235104195
North Australia [NAU:25],2023,low,56934687,71764572,0.7933536759614479
North Australia [NAU:25],2023,medium,14048962,71764572,0.19576458980344785
North Australia [NAU:25],2024,high,1028755,71764572,0.014335137398994034
North Australia [NAU:25],2024,low,55061378,71764572,0.7672501411978044
North Australia [NAU:25],2024,medium,15674439,71764572,0.21841472140320156
North Europe [NEU:11],1999,high,3207838,52891829,0.060649027659830025
North Europe [NEU:11],1999,low,39134915,52891829,0.739904740295519
North Europe [NEU:11],1999,medium,10549076,52891829,0.19944623204465098
North Europe [NEU:11],2000,high,2954617,52891829,0.05586150178319604
North Europe [NEU:11],2000,low,40400716,52891829,0.7638366220990391
North Europe [NEU:11],2000,medium,9536496,52891829,0.1803018761177648
North Europe [NEU:11],2001,high,2969235,52891829,0.05613787717569759
North Europe [NEU:11],2001,low,40159622,52891829,0.7592783754935002
North Europe [NEU:11],2001,medium,9762972,52891829,0.18458374733080227
North Europe [NEU:11],2022,high,3063618,52891829,0.05792233049834598
North Europe [NEU:11],2022,low,39370321,52891829,0.7443554466607687
North Europe [NEU:11],2022,medium,10457890,52891829,0.1977222228408853
North Europe [NEU:11],2023,high,3066901,52891829,0.05798440057726119
North Europe [NEU:11],2023,low,39586202,52891829,0.7484370033791041
North Europe [NEU:11],2023,medium,10238726,52891829,0.19357859604363464
North Europe [NEU:11],2024,high,3057822,52891829,0.05781274835476005
North Europe [NEU:11],2024,low,39599220,52891829,0.7486831283523964
North Europe [NEU:11],2024,medium,10234787,52891829,0.19350412329284358
North-East Brazil [NEB:8],1999,high,1972577,31179969,0.0632642386527068
North-East Brazil [NEB:8],1999,low,9800138,31179969,0.3143087794603003
North-East Brazil [NEB:8],1999,medium,19407254,31179969,0.6224269818869929
North-East Brazil [NEB:8],2000,high,1939423,31179969,0.062200927781551035
North-East Brazil [NEB:8],2000,low,9845500,31179969,0.31576362375472533
North-East Brazil [NEB:8],2000,medium,19395046,31179969,0.6220354484637236
North-East Brazil [NEB:8],2001,high,1531871,31179969,0.0491299718739297
North-East Brazil [NEB:8],2001,low,10483539,31179969,0.33622672941079573
North-East Brazil [NEB:8],2001,medium,19164559,31179969,0.6146432987152746
North-East Brazil [NEB:8],2022,high,2383669,31179969,0.07644872899007693
North-East Brazil [NEB:8],2022,low,7093661,31179969,0.227506993352046
North-East Brazil [NEB:8],2022,medium,21702639,31179969,0.6960442776578771
North-East Brazil [NEB:8],2023,high,2297795,31179969,0.07369458898435723
North-East Brazil [NEB:8],2023,low,6820239,31179969,0.2187378377444827
North-East Brazil [NEB:8],2023,medium,22061935,31179969,0.70756757327116
North-East Brazil [NEB:8],2024,high,2564080,31179969,0.08223484763567276
North-East Brazil [NEB:8],2024,low,6595889,31179969,0.211542513079471
North-East Brazil [NEB:8],2024,medium,22020000,31179969,0.7062226392848563
Pacific Islands region[2],1999,high,183,175071,0.0010452901965488288
Pacific Islands region[2],1999,low,172973,175071,0.988016290533555
Pacific Islands region[2],1999,medium,1915,175071,0.010938419269896214
Pacific Islands region[2],2000,high,273,175071,0.001559367342392515
Pacific Islands region[2],2000,low,171953,175071,0.9821900828806599
Pacific Islands region[2],2000,medium,2845,175071,0.016250549776947638
Pacific Islands region[2],2001,high,258,175071,0.0014736878180852339
Pacific Islands region[2],2001,low,172565,175071,0.9856858074723969
Pacific Islands region[2],2001,medium,2248,175071,0.012840504709517853
Pacific Islands region[2],2022,high,299,175071,0.001707878517858469
Pacific Islands region[2],2022,low,170568,175071,0.9742790068029542
Pacific Islands region[2],2022,medium,4204,175071,0.024013114679187302
Pacific Islands region[2],2023,high,216,175071,0.001233785150024847
Pacific Islands region[2],2023,low,171416,175071,0.9791227559104592
Pacific Islands region[2],2023,medium,3439,175071,0.019643458939515968
Pacific Islands region[2],2024,high,280,175071,0.0015993511204025796
Pacific Islands region[2],2024,low,171046,175071,0.9770093276442129
Pacific Islands region[2],2024,medium,3745,175071,0.0213913212353845
Pacific Islands region[3],1999,high,492,74350,0.006617350369872226
Pacific Islands region[3],1999,low,72564,74350,0.9759784801613988
Pacific Islands region[3],1999,medium,1294,74350,0.017404169468728983
Pacific Islands region[3],2000,high,655,74350,0.008809683927370545
Pacific Islands region[3],2000,low,72307,74350,0.9725218560860793
Pacific Islands region[3],2000,medium,1388,74350,0.0186684599865501
Pacific Islands region[3],2001,high,560,74350,0.007531943510423672
Pacific Islands region[3],2001,low,72750,74350,0.9784801613987895
Pacific Islands region[3],2001,medium,1040,74350,0.01398789509078682
Pacific Islands region[3],2022,high,859,74350,0.011553463349024882
Pacific Islands region[3],2022,low,72296,74350,0.972373907195696
Pacific Islands region[3],2022,medium,1195,74350,0.016072629455279087
Pacific Islands region[3],2023,high,540,74350,0.0072629455279085405
Pacific Islands region[3],2023,low,72541,74350,0.9756691324815064
Pacific Islands region[3],2023,medium,1269,74350,0.017067921990585072
Pacific Islands region[3],2024,high,534,74350,0.0071822461331540015
Pacific Islands region[3],2024,low,72491,74350,0.9749966375252186
Pacific Islands region[3],2024,medium,1325,74350,0.017821116341627436
Sahara [SAH:14],1999,high,465113,110615077,0.004204788466584894
Sahara [SAH:14],1999,low,104615154,110615077,0.94575854248151
Sahara [SAH:14],1999,medium,5534810,110615077,0.050036669051905104
Sahara [SAH:14],2000,high,486933,110615077,0.004402049098605247
Sahara [SAH:14],2000,low,105476889,110615077,0.9535489361906786
Sahara [SAH:14],2000,medium,4651255,110615077,0.042049014710716155
Sahara [SAH:14],2001,high,464907,110615077,0.00420292615264373
Sahara [SAH:14],2001,low,105586462,110615077,0.9545395154405579
Sahara [SAH:14],2001,medium,4563708,110615077,0.04125755840679838
Sahara [SAH:14],2022,high,743517,110615077,0.006721660556272994
Sahara [SAH:14],2022,low,104037461,110615077,0.9405359904057202
Sahara [SAH:14],2022,medium,5834099,110615077,0.052742349038006814
Sahara [SAH:14],2023,high,759531,110615077,0.006866432864301129
Sahara [SAH:14],2023,low,104833288,110615077,0.9477305521380236
Sahara [SAH:14],2023,medium,5022258,110615077,0.045403014997675226
Sahara [SAH:14],2024,high,805546,110615077,0.0072824249808188446
Sahara [SAH:14],2024,low,102905607,110615077,0.9303036239806622
Sahara [SAH:14],2024,medium,6903924,110615077,0.06241395103851892
South Asia [SAS:23],1999,high,8578869,59482154,0.14422593035215234
South Asia [SAS:23],1999,low,21862629,59482154,0.36754938296282946
South Asia [SAS:23],1999,medium,29040656,59482154,0.48822468668501817
South Asia [SAS:23],2000,high,7031512,59482154,0.11821212796026183
South Asia [SAS:23],2000,low,21787366,59482154,0.3662840790869813
South Asia [SAS:23],2000,medium,30663276,59482154,0.5155037929527568
South Asia [SAS:23],2001,high,7744234,59482154,0.13019424279759606
South Asia [SAS:23],2001,low,20721831,59482154,0.34837055497351355
South Asia [SAS:23],2001,medium,31016089,59482154,0.5214352022288904
South Asia [SAS:23],2022,high,14034938,59482154,0.23595208068625087
South Asia [SAS:23],2022,low,18169949,59482154,0.3054689142561986
South Asia [SAS:23],2022,medium,27277267,59482154,0.45857900505755056
South Asia [SAS:23],2023,high,13554652,59482154,0.22787762527900385
South Asia [SAS:23],2023,low,18867903,59482154,0.31720275294670736
South Asia [SAS:23],2023,medium,27059599,59482154,0.4549196217742888
South Asia [SAS:23],2024,high,12778480,59482154,0.21482880394681067
South Asia [SAS:23],2024,low,18652906,59482154,0.3135882738879967
South Asia [SAS:23],2024,medium,28050768,59482154,0.4715829221651926
South Australia/New Zealand [SAU:26],1999,high,2288975,30820790,0.07426723974304357
South Australia/New Zealand [SAU:26],1999,low,17243964,30820790,0.5594913044084853
South Australia/New Zealand [SAU:26],1999,medium,11287851,30820790,0.3662414558484711
South Australia/New Zealand [SAU:26],2000,high,2234504,30820790,0.07249989374055629
South Australia/New Zealand [SAU:26],2000,low,17711148,30820790,0.5746493843928075
South Australia/New Zealand [SAU:26],2000,medium,10875138,30820790,0.35285072186663613
South Australia/New Zealand [SAU:26],2001,high,2417186,30820790,0.07842712662459334
South Australia/New Zealand [SAU:26],2001,low,17516656,30820790,0.5683389685987932
