value,count,year,NAME
0,2729167,1999,Alaska/N.W. Canada [ALA:1]
1,6777681,1999,Alaska/N.W. Canada [ALA:1]
2,9195361,1999,Alaska/N.W. Canada [ALA:1]
3,18797426,1999,Alaska/N.W. Canada [ALA:1]
4,18229877,1999,Alaska/N.W. Canada [ALA:1]
5,11081898,1999,Alaska/N.W. Canada [ALA:1]
6,6305897,1999,Alaska/N.W. Canada [ALA:1]
7,3741336,1999,Alaska/N.W. Canada [ALA:1]
8,2337972,1999,Alaska/N.W. Canada [ALA:1]
9,1543366,1999,Alaska/N.W. Canada [ALA:1]
10,1063855,1999,Alaska/N.W. Canada [ALA:1]
11,761971,1999,Alaska/N.W. Canada [ALA:1]
12,564896,1999,Alaska/N.W. Canada [ALA:1]
13,430513,1999,Alaska/N.W. Canada [ALA:1]
14,335935,1999,Alaska/N.W. Canada [ALA:1]
15,265284,1999,Alaska/N.W. Canada [ALA:1]
16,214706,1999,Alaska/N.W. Canada [ALA:1]
17,175859,1999,Alaska/N.W. Canada [ALA:1]
18,145758,1999,Alaska/N.W. Canada [ALA:1]
19,121169,1999,Alaska/N.W. Canada [ALA:1]
20,103293,1999,Alaska/N.W. Canada [ALA:1]
21,87589,1999,Alaska/N.W. Canada [ALA:1]
22,75776,1999,Alaska/N.W. Canada [ALA:1]
23,65208,1999,Alaska/N.W. Canada [ALA:1]
24,57337,1999,Alaska/N.W. Canada [ALA:1]
25,49652,1999,Alaska/N.W. Canada [ALA:1]
26,44052,1999,Alaska/N.W. Canada [ALA:1]
27,38954,1999,Alaska/N.W. Canada [ALA:1]
28,34694,1999,Alaska/N.W. Canada [ALA:1]
29,30848,1999,Alaska/N.W. Canada [ALA:1]
30,28134,1999,Alaska/N.W. Canada [ALA:1]
31,25068,1999,Alaska/N.W. Canada [ALA:1]
32,22789,1999,Alaska/N.W. Canada [ALA:1]
33,20836,1999,Alaska/N.W. Canada [ALA:1]
34,19085,1999,Alaska/N.W. Canada [ALA:1]
35,17406,1999,Alaska/N.W. Canada [ALA:1]
36,15867,1999,Alaska/N.W. Canada [ALA:1]
37,14622,1999,Alaska/N.W. Canada [ALA:1]
38,13477,1999,Alaska/N.W. Canada [ALA:1]
39,12364,1999,Alaska/N.W. Canada [ALA:1]
40,11340,1999,Alaska/N.W. Canada [ALA:1]
41,10415,1999,Alaska/N.W. Canada [ALA:1]
42,9786,1999,Alaska/N.W. Canada [ALA:1]
43,9132,1999,Alaska/N.W. Canada [ALA:1]
44,8546,1999,Alaska/N.W. Canada [ALA:1]
45,8038,1999,Alaska/N.W. Canada [ALA:1]
46,7508,1999,Alaska/N.W. Canada [ALA:1]
47,6873,1999,Alaska/N.W. Canada [ALA:1]
48,6511,1999,Alaska/N.W. Canada [ALA:1]
49,6123,1999,Alaska/N.W. Canada [ALA:1]
50,5721,1999,Alaska/N.W. Canada [ALA:1]
51,5204,1999,Alaska/N.W. Canada [ALA:1]
52,5049,1999,Alaska/N.W. Canada [ALA:1]
53,4572,1999,Alaska/N.W. Canada [ALA:1]
54,4377,1999,Alaska/N.W. Canada [ALA:1]
55,3868,1999,Alaska/N.W. Canada [ALA:1]
56,3584,1999,Alaska/N.W. Canada [ALA:1]
57,3420,1999,Alaska/N.W. Canada [ALA:1]
58,3130,1999,Alaska/N.W. Canada [ALA:1]
59,2990,1999,Alaska/N.W. Canada [ALA:1]
60,2638,1999,Alaska/N.W. Canada [ALA:1]
61,2565,1999,Alaska/N.W. Canada [ALA:1]
62,2342,1999,Alaska/N.W. Canada [ALA:1]
63,2164,1999,Alaska/N.W. Canada [ALA:1]
64,2097,1999,Alaska/N.W. Canada [ALA:1]
65,1867,1999,Alaska/N.W. Canada [ALA:1]
66,1685,1999,Alaska/N.W. Canada [ALA:1]
67,1605,1999,Alaska/N.W. Canada [ALA:1]
68,1412,1999,Alaska/N.W. Canada [ALA:1]
69,1352,1999,Alaska/N.W. Canada [ALA:1]
70,1209,1999,Alaska/N.W. Canada [ALA:1]
71,1114,1999,Alaska/N.W. Canada [ALA:1]
72,1019,1999,Alaska/N.W. Canada [ALA:1]
73,897,1999,Alaska/N.W. Canada [ALA:1]
74,859,1999,Alaska/N.W. Canada [ALA:1]
75,788,1999,Alaska/N.W. Canada [ALA:1]
76,720,1999,Alaska/N.W. Canada [ALA:1]
77,648,1999,Alaska/N.W. Canada [ALA:1]
78,601,1999,Alaska/N.W. Canada [ALA:1]
79,570,1999,Alaska/N.W. Canada [ALA:1]
80,517,1999,Alaska/N.W. Canada [ALA:1]
81,505,1999,Alaska/N.W. Canada [ALA:1]
82,455,1999,Alaska/N.W. Canada [ALA:1]
83,414,1999,Alaska/N.W. Canada [ALA:1]
84,385,1999,Alaska/N.W. Canada [ALA:1]
85,306,1999,Alaska/N.W. Canada [ALA:1]
86,229,1999,Alaska/N.W. Canada [ALA:1]
87,141,1999,Alaska/N.W. Canada [ALA:1]
88,57,1999,Alaska/N.W. Canada [ALA:1]
89,17,1999,Alaska/N.W. Canada [ALA:1]
90,2,1999,Alaska/N.W. Canada [ALA:1]
0,786879,1999,Amazon [AMZ:7]
1,6345574,1999,Amazon [AMZ:7]
2,25382364,1999,Amazon [AMZ:7]
3,15076863,1999,Amazon [AMZ:7]
4,8374827,1999,Amazon [AMZ:7]
5,5492343,1999,Amazon [AMZ:7]
6,4046108,1999,Amazon [AMZ:7]
7,3182083,1999,Amazon [AMZ:7]
8,2599239,1999,Amazon [AMZ:7]
9,2172398,1999,Amazon [AMZ:7]
10,1845773,1999,Amazon [AMZ:7]
11,1594037,1999,Amazon [AMZ:7]
12,1386066,1999,Amazon [AMZ:7]
13,1220733,1999,Amazon [AMZ:7]
14,1086299,1999,Amazon [AMZ:7]
15,981566,1999,Amazon [AMZ:7]
16,893805,1999,Amazon [AMZ:7]
17,825681,1999,Amazon [AMZ:7]
18,766893,1999,Amazon [AMZ:7]
19,717904,1999,Amazon [AMZ:7]
20,672531,1999,Amazon [AMZ:7]
21,626877,1999,Amazon [AMZ:7]
22,585013,1999,Amazon [AMZ:7]
23,542816,1999,Amazon [AMZ:7]
24,506242,1999,Amazon [AMZ:7]
25,478161,1999,Amazon [AMZ:7]
26,452354,1999,Amazon [AMZ:7]
27,422749,1999,Amazon [AMZ:7]
28,387311,1999,Amazon [AMZ:7]
29,350587,1999,Amazon [AMZ:7]
30,313544,1999,Amazon [AMZ:7]
31,282194,1999,Amazon [AMZ:7]
32,249802,1999,Amazon [AMZ:7]
33,222055,1999,Amazon [AMZ:7]
34,196716,1999,Amazon [AMZ:7]
35,174702,1999,Amazon [AMZ:7]
36,155413,1999,Amazon [AMZ:7]
37,137881,1999,Amazon [AMZ:7]
38,122763,1999,Amazon [AMZ:7]
39,107620,1999,Amazon [AMZ:7]
40,95230,1999,Amazon [AMZ:7]
41,83071,1999,Amazon [AMZ:7]
42,72928,1999,Amazon [AMZ:7]
43,64863,1999,Amazon [AMZ:7]
44,57555,1999,Amazon [AMZ:7]
45,50344,1999,Amazon [AMZ:7]
46,44851,1999,Amazon [AMZ:7]
47,40003,1999,Amazon [AMZ:7]
48,35949,1999,Amazon [AMZ:7]
49,32684,1999,Amazon [AMZ:7]
50,29796,1999,Amazon [AMZ:7]
51,27160,1999,Amazon [AMZ:7]
52,23930,1999,Amazon [AMZ:7]
53,21891,1999,Amazon [AMZ:7]
54,19348,1999,Amazon [AMZ:7]
55,17380,1999,Amazon [AMZ:7]
56,15573,1999,Amazon [AMZ:7]
57,14170,1999,Amazon [AMZ:7]
58,13136,1999,Amazon [AMZ:7]
59,12160,1999,Amazon [AMZ:7]
60,11346,1999,Amazon [AMZ:7]
61,10464,1999,Amazon [AMZ:7]
62,9792,1999,Amazon [AMZ:7]
63,9133,1999,Amazon [AMZ:7]
64,8409,1999,Amazon [AMZ:7]
65,7827,1999,Amazon [AMZ:7]
66,7296,1999,Amazon [AMZ:7]
67,6806,1999,Amazon [AMZ:7]
68,6297,1999,Amazon [AMZ:7]
69,6114,1999,Amazon [AMZ:7]
70,5644,1999,Amazon [AMZ:7]
71,5411,1999,Amazon [AMZ:7]
72,5189,1999,Amazon [AMZ:7]
73,5006,1999,Amazon [AMZ:7]
74,4769,1999,Amazon [AMZ:7]
75,4539,1999,Amazon [AMZ:7]
76,4380,1999,Amazon [AMZ:7]
77,4293,1999,Amazon [AMZ:7]
78,4139,1999,Amazon [AMZ:7]
79,3888,1999,Amazon [AMZ:7]
80,3651,1999,Amazon [AMZ:7]
81,3515,1999,Amazon [AMZ:7]
82,3144,1999,Amazon [AMZ:7]
83,2948,1999,Amazon [AMZ:7]
84,2463,1999,Amazon [AMZ:7]
85,2234,1999,Amazon [AMZ:7]
86,1925,1999,Amazon [AMZ:7]
87,1309,1999,Amazon [AMZ:7]
88,652,1999,Amazon [AMZ:7]
89,229,1999,Amazon [AMZ:7]
90,42,1999,Amazon [AMZ:7]
91,3,1999,Amazon [AMZ:7]
0,1350005,1999,Central America/Mexico [CAM:6]
1,252147,1999,Central America/Mexico [CAM:6]
2,509130,1999,Central America/Mexico [CAM:6]
3,848488,1999,Central America/Mexico [CAM:6]
4,1413380,1999,Central America/Mexico [CAM:6]
5,2052040,1999,Central America/Mexico [CAM:6]
6,2233263,1999,Central America/Mexico [CAM:6]
7,2028452,1999,Central America/Mexico [CAM:6]
8,1724677,1999,Central America/Mexico [CAM:6]
9,1457412,1999,Central America/Mexico [CAM:6]
10,1247525,1999,Central America/Mexico [CAM:6]
11,1084690,1999,Central America/Mexico [CAM:6]
12,962205,1999,Central America/Mexico [CAM:6]
13,872259,1999,Central America/Mexico [CAM:6]
14,802541,1999,Central America/Mexico [CAM:6]
15,752754,1999,Central America/Mexico [CAM:6]
16,719138,1999,Central America/Mexico [CAM:6]
17,693699,1999,Central America/Mexico [CAM:6]
18,676113,1999,Central America/Mexico [CAM:6]
19,660578,1999,Central America/Mexico [CAM:6]
20,647659,1999,Central America/Mexico [CAM:6]
21,634628,1999,Central America/Mexico [CAM:6]
22,622015,1999,Central America/Mexico [CAM:6]
23,609480,1999,Central America/Mexico [CAM:6]
24,607440,1999,Central America/Mexico [CAM:6]
25,613392,1999,Central America/Mexico [CAM:6]
26,614440,1999,Central America/Mexico [CAM:6]
27,595077,1999,Central America/Mexico [CAM:6]
28,563494,1999,Central America/Mexico [CAM:6]
29,524528,1999,Central America/Mexico [CAM:6]
30,483389,1999,Central America/Mexico [CAM:6]
31,441873,1999,Central America/Mexico [CAM:6]
32,404080,1999,Central America/Mexico [CAM:6]
33,367358,1999,Central America/Mexico [CAM:6]
34,333104,1999,Central America/Mexico [CAM:6]
35,302934,1999,Central America/Mexico [CAM:6]
36,274963,1999,Central America/Mexico [CAM:6]
37,251421,1999,Central America/Mexico [CAM:6]
38,225832,1999,Central America/Mexico [CAM:6]
39,201626,1999,Central America/Mexico [CAM:6]
40,180410,1999,Central America/Mexico [CAM:6]
41,160682,1999,Central America/Mexico [CAM:6]
42,142872,1999,Central America/Mexico [CAM:6]
43,128185,1999,Central America/Mexico [CAM:6]
44,114302,1999,Central America/Mexico [CAM:6]
45,103176,1999,Central America/Mexico [CAM:6]
46,91418,1999,Central America/Mexico [CAM:6]
47,83125,1999,Central America/Mexico [CAM:6]
48,75352,1999,Central America/Mexico [CAM:6]
49,69307,1999,Central America/Mexico [CAM:6]
50,63370,1999,Central America/Mexico [CAM:6]
51,57225,1999,Central America/Mexico [CAM:6]
52,51594,1999,Central America/Mexico [CAM:6]
53,46685,1999,Central America/Mexico [CAM:6]
54,41339,1999,Central America/Mexico [CAM:6]
55,36239,1999,Central America/Mexico [CAM:6]
56,32243,1999,Central America/Mexico [CAM:6]
57,29378,1999,Central America/Mexico [CAM:6]
58,26695,1999,Central America/Mexico [CAM:6]
59,24652,1999,Central America/Mexico [CAM:6]
60,22811,1999,Central America/Mexico [CAM:6]
61,20733,1999,Central America/Mexico [CAM:6]
62,19000,1999,Central America/Mexico [CAM:6]
63,17283,1999,Central America/Mexico [CAM:6]
64,15910,1999,Central America/Mexico [CAM:6]
65,14693,1999,Central America/Mexico [CAM:6]
66,13469,1999,Central America/Mexico [CAM:6]
67,12312,1999,Central America/Mexico [CAM:6]
68,11655,1999,Central America/Mexico [CAM:6]
69,10681,1999,Central America/Mexico [CAM:6]
70,10179,1999,Central America/Mexico [CAM:6]
71,9879,1999,Central America/Mexico [CAM:6]
72,9637,1999,Central America/Mexico [CAM:6]
73,9163,1999,Central America/Mexico [CAM:6]
74,8797,1999,Central America/Mexico [CAM:6]
75,8590,1999,Central America/Mexico [CAM:6]
76,8480,1999,Central America/Mexico [CAM:6]
77,8319,1999,Central America/Mexico [CAM:6]
78,7934,1999,Central America/Mexico [CAM:6]
79,8082,1999,Central America/Mexico [CAM:6]
80,7733,1999,Central America/Mexico [CAM:6]
81,7593,1999,Central America/Mexico [CAM:6]
82,7537,1999,Central America/Mexico [CAM:6]
83,7518,1999,Central America/Mexico [CAM:6]
84,6984,1999,Central America/Mexico [CAM:6]
85,6525,1999,Central America/Mexico [CAM:6]
86,5758,1999,Central America/Mexico [CAM:6]
87,4794,1999,Central America/Mexico [CAM:6]
88,3406,1999,Central America/Mexico [CAM:6]
89,2131,1999,Central America/Mexico [CAM:6]
90,948,1999,Central America/Mexico [CAM:6]
91,297,1999,Central America/Mexico [CAM:6]
92,50,1999,Central America/Mexico [CAM:6]
93,2,1999,Central America/Mexico [CAM:6]
0,777195,1999,small islands regions Caribbean
1,115157,1999,small islands regions Caribbean
2,54516,1999,small islands regions Caribbean
3,58227,1999,small islands regions Caribbean
4,68355,1999,small islands regions Caribbean
5,75506,1999,small islands regions Caribbean
6,77755,1999,small islands regions Caribbean
7,75459,1999,small islands regions Caribbean
8,70944,1999,small islands regions Caribbean
9,66668,1999,small islands regions Caribbean
10,62972,1999,small islands regions Caribbean
11,59383,1999,small islands regions Caribbean
12,56336,1999,small islands regions Caribbean
13,54058,1999,small islands regions Caribbean
14,53765,1999,small islands regions Caribbean
15,52745,1999,small islands regions Caribbean
16,52859,1999,small islands regions Caribbean
17,53361,1999,small islands regions Caribbean
18,54316,1999,small islands regions Caribbean
19,55834,1999,small islands regions Caribbean
20,56485,1999,small islands regions Caribbean
21,56913,1999,small islands regions Caribbean
22,57952,1999,small islands regions Caribbean
23,59003,1999,small islands regions Caribbean
24,61323,1999,small islands regions Caribbean
25,63761,1999,small islands regions Caribbean
26,66636,1999,small islands regions Caribbean
27,67047,1999,small islands regions Caribbean
28,65730,1999,small islands regions Caribbean
29,62530,1999,small islands regions Caribbean
30,59637,1999,small islands regions Caribbean
31,55567,1999,small islands regions Caribbean
32,51125,1999,small islands regions Caribbean
33,47628,1999,small islands regions Caribbean
34,43843,1999,small islands regions Caribbean
35,39812,1999,small islands regions Caribbean
36,36837,1999,small islands regions Caribbean
37,33866,1999,small islands regions Caribbean
38,30627,1999,small islands regions Caribbean
39,27896,1999,small islands regions Caribbean
40,24944,1999,small islands regions Caribbean
41,21945,1999,small islands regions Caribbean
42,19883,1999,small islands regions Caribbean
43,17730,1999,small islands regions Caribbean
44,16074,1999,small islands regions Caribbean
45,14453,1999,small islands regions Caribbean
46,12996,1999,small islands regions Caribbean
47,11823,1999,small islands regions Caribbean
48,10863,1999,small islands regions Caribbean
49,9904,1999,small islands regions Caribbean
50,9319,1999,small islands regions Caribbean
51,8503,1999,small islands regions Caribbean
52,7873,1999,small islands regions Caribbean
53,7193,1999,small islands regions Caribbean
54,6417,1999,small islands regions Caribbean
55,5593,1999,small islands regions Caribbean
56,5089,1999,small islands regions Caribbean
57,4768,1999,small islands regions Caribbean
58,4212,1999,small islands regions Caribbean
59,4053,1999,small islands regions Caribbean
60,3769,1999,small islands regions Caribbean
61,3569,1999,small islands regions Caribbean
62,3320,1999,small islands regions Caribbean
63,3054,1999,small islands regions Caribbean
64,2876,1999,small islands regions Caribbean
65,2654,1999,small islands regions Caribbean
66,2409,1999,small islands regions Caribbean
67,2348,1999,small islands regions Caribbean
68,2213,1999,small islands regions Caribbean
69,2092,1999,small islands regions Caribbean
70,2047,1999,small islands regions Caribbean
71,2022,1999,small islands regions Caribbean
72,1907,1999,small islands regions Caribbean
73,1837,1999,small islands regions Caribbean
74,1813,1999,small islands regions Caribbean
75,1798,1999,small islands regions Caribbean
76,1826,1999,small islands regions Caribbean
77,1747,1999,small islands regions Caribbean
78,1759,1999,small islands regions Caribbean
79,1773,1999,small islands regions Caribbean
80,1699,1999,small islands regions Caribbean
81,1643,1999,small islands regions Caribbean
82,1591,1999,small islands regions Caribbean
83,1454,1999,small islands regions Caribbean
84,1451,1999,small islands regions Caribbean
85,1203,1999,small islands regions Caribbean
86,1019,1999,small islands regions Caribbean
87,713,1999,small islands regions Caribbean
88,472,1999,small islands regions Caribbean
89,254,1999,small islands regions Caribbean
90,100,1999,small islands regions Caribbean
91,27,1999,small islands regions Caribbean
92,2,1999,small islands regions Caribbean
0,330963,1999,Central Asia [CAS:20]
1,836627,1999,Central Asia [CAS:20]
2,1723791,1999,Central Asia [CAS:20]
3,2990032,1999,Central Asia [CAS:20]
4,4371176,1999,Central Asia [CAS:20]
5,4778653,1999,Central Asia [CAS:20]
6,4198287,1999,Central Asia [CAS:20]
7,3305341,1999,Central Asia [CAS:20]
8,2524085,1999,Central Asia [CAS:20]
9,1930833,1999,Central Asia [CAS:20]
10,1502304,1999,Central Asia [CAS:20]
11,1194133,1999,Central Asia [CAS:20]
12,968677,1999,Central Asia [CAS:20]
13,798968,1999,Central Asia [CAS:20]
14,673451,1999,Central Asia [CAS:20]
15,575487,1999,Central Asia [CAS:20]
16,499938,1999,Central Asia [CAS:20]
17,439155,1999,Central Asia [CAS:20]
18,391007,1999,Central Asia [CAS:20]
19,350555,1999,Central Asia [CAS:20]
20,317063,1999,Central Asia [CAS:20]
21,287869,1999,Central Asia [CAS:20]
22,264615,1999,Central Asia [CAS:20]
23,244685,1999,Central Asia [CAS:20]
24,227383,1999,Central Asia [CAS:20]
25,214493,1999,Central Asia [CAS:20]
26,202574,1999,Central Asia [CAS:20]
27,192989,1999,Central Asia [CAS:20]
28,185442,1999,Central Asia [CAS:20]
29,179922,1999,Central Asia [CAS:20]
30,175945,1999,Central Asia [CAS:20]
31,172312,1999,Central Asia [CAS:20]
32,169070,1999,Central Asia [CAS:20]
33,166570,1999,Central Asia [CAS:20]
34,165973,1999,Central Asia [CAS:20]
35,164513,1999,Central Asia [CAS:20]
36,164262,1999,Central Asia [CAS:20]
37,164025,1999,Central Asia [CAS:20]
38,164776,1999,Central Asia [CAS:20]
39,161861,1999,Central Asia [CAS:20]
40,160027,1999,Central Asia [CAS:20]
41,156519,1999,Central Asia [CAS:20]
42,152104,1999,Central Asia [CAS:20]
43,146900,1999,Central Asia [CAS:20]
44,142182,1999,Central Asia [CAS:20]
45,137740,1999,Central Asia [CAS:20]
46,132080,1999,Central Asia [CAS:20]
47,128879,1999,Central Asia [CAS:20]
48,124276,1999,Central Asia [CAS:20]
49,121295,1999,Central Asia [CAS:20]
50,116235,1999,Central Asia [CAS:20]
51,110613,1999,Central Asia [CAS:20]
52,103924,1999,Central Asia [CAS:20]
53,97251,1999,Central Asia [CAS:20]
54,89037,1999,Central Asia [CAS:20]
55,81690,1999,Central Asia [CAS:20]
56,74015,1999,Central Asia [CAS:20]
57,68040,1999,Central Asia [CAS:20]
58,63254,1999,Central Asia [CAS:20]
59,59165,1999,Central Asia [CAS:20]
60,55019,1999,Central Asia [CAS:20]
61,50630,1999,Central Asia [CAS:20]
62,46427,1999,Central Asia [CAS:20]
63,42264,1999,Central Asia [CAS:20]
64,38532,1999,Central Asia [CAS:20]
65,34583,1999,Central Asia [CAS:20]
66,31372,1999,Central Asia [CAS:20]
67,28266,1999,Central Asia [CAS:20]
68,25270,1999,Central Asia [CAS:20]
69,22611,1999,Central Asia [CAS:20]
70,20390,1999,Central Asia [CAS:20]
71,18500,1999,Central Asia [CAS:20]
72,16556,1999,Central Asia [CAS:20]
73,14502,1999,Central Asia [CAS:20]
74,13112,1999,Central Asia [CAS:20]
75,11726,1999,Central Asia [CAS:20]
76,10552,1999,Central Asia [CAS:20]
77,9517,1999,Central Asia [CAS:20]
78,8277,1999,Central Asia [CAS:20]
79,7612,1999,Central Asia [CAS:20]
80,6672,1999,Central Asia [CAS:20]
81,5779,1999,Central Asia [CAS:20]
82,5107,1999,Central Asia [CAS:20]
83,4245,1999,Central Asia [CAS:20]
84,3315,1999,Central Asia [CAS:20]
85,2569,1999,Central Asia [CAS:20]
86,1700,1999,Central Asia [CAS:20]
87,913,1999,Central Asia [CAS:20]
88,458,1999,Central Asia [CAS:20]
89,209,1999,Central Asia [CAS:20]
90,71,1999,Central Asia [CAS:20]
91,11,1999,Central Asia [CAS:20]
0,718449,1999,Central Europe [CEU:12]
1,254724,1999,Central Europe [CEU:12]
2,220637,1999,Central Europe [CEU:12]
3,710930,1999,Central Europe [CEU:12]
4,1676087,1999,Central Europe [CEU:12]
5,2148042,1999,Central Europe [CEU:12]
6,2136434,1999,Central Europe [CEU:12]
7,1946628,1999,Central Europe [CEU:12]
8,1755535,1999,Central Europe [CEU:12]
9,1617186,1999,Central Europe [CEU:12]
10,1514826,1999,Central Europe [CEU:12]
11,1437966,1999,Central Europe [CEU:12]
12,1371773,1999,Central Europe [CEU:12]
13,1321597,1999,Central Europe [CEU:12]
14,1274923,1999,Central Europe [CEU:12]
15,1241516,1999,Central Europe [CEU:12]
16,1214652,1999,Central Europe [CEU:12]
17,1200471,1999,Central Europe [CEU:12]
18,1195176,1999,Central Europe [CEU:12]
19,1192717,1999,Central Europe [CEU:12]
20,1194174,1999,Central Europe [CEU:12]
21,1192920,1999,Central Europe [CEU:12]
22,1189843,1999,Central Europe [CEU:12]
23,1181555,1999,Central Europe [CEU:12]
24,1183091,1999,Central Europe [CEU:12]
25,1199626,1999,Central Europe [CEU:12]
26,1225569,1999,Central Europe [CEU:12]
27,1246266,1999,Central Europe [CEU:12]
28,1254896,1999,Central Europe [CEU:12]
29,1256602,1999,Central Europe [CEU:12]
30,1248814,1999,Central Europe [CEU:12]
31,1232211,1999,Central Europe [CEU:12]
32,1207467,1999,Central Europe [CEU:12]
33,1172397,1999,Central Europe [CEU:12]
34,1132257,1999,Central Europe [CEU:12]
35,1086255,1999,Central Europe [CEU:12]
36,1041029,1999,Central Europe [CEU:12]
37,992046,1999,Central Europe [CEU:12]
38,936312,1999,Central Europe [CEU:12]
39,871236,1999,Central Europe [CEU:12]
40,806657,1999,Central Europe [CEU:12]
41,744929,1999,Central Europe [CEU:12]
42,686028,1999,Central Europe [CEU:12]
43,630921,1999,Central Europe [CEU:12]
44,580437,1999,Central Europe [CEU:12]
45,532424,1999,Central Europe [CEU:12]
46,492495,1999,Central Europe [CEU:12]
47,456393,1999,Central Europe [CEU:12]
48,426376,1999,Central Europe [CEU:12]
49,397784,1999,Central Europe [CEU:12]
50,373657,1999,Central Europe [CEU:12]
51,345376,1999,Central Europe [CEU:12]
52,317603,1999,Central Europe [CEU:12]
53,290454,1999,Central Europe [CEU:12]
54,260950,1999,Central Europe [CEU:12]
55,233906,1999,Central Europe [CEU:12]
56,211272,1999,Central Europe [CEU:12]
57,193783,1999,Central Europe [CEU:12]
58,180300,1999,Central Europe [CEU:12]
59,167717,1999,Central Europe [CEU:12]
60,156673,1999,Central Europe [CEU:12]
61,145576,1999,Central Europe [CEU:12]
62,134817,1999,Central Europe [CEU:12]
63,123650,1999,Central Europe [CEU:12]
64,114534,1999,Central Europe [CEU:12]
65,106079,1999,Central Europe [CEU:12]
66,98137,1999,Central Europe [CEU:12]
67,92808,1999,Central Europe [CEU:12]
68,86765,1999,Central Europe [CEU:12]
69,83227,1999,Central Europe [CEU:12]
70,79788,1999,Central Europe [CEU:12]
71,77225,1999,Central Europe [CEU:12]
72,74472,1999,Central Europe [CEU:12]
73,72608,1999,Central Europe [CEU:12]
74,71557,1999,Central Europe [CEU:12]
75,70307,1999,Central Europe [CEU:12]
76,68861,1999,Central Europe [CEU:12]
77,67455,1999,Central Europe [CEU:12]
78,66583,1999,Central Europe [CEU:12]
79,64282,1999,Central Europe [CEU:12]
80,62766,1999,Central Europe [CEU:12]
81,60665,1999,Central Europe [CEU:12]
82,56447,1999,Central Europe [CEU:12]
83,51734,1999,Central Europe [CEU:12]
84,46369,1999,Central Europe [CEU:12]
85,39024,1999,Central Europe [CEU:12]
86,31028,1999,Central Europe [CEU:12]
87,22902,1999,Central Europe [CEU:12]
88,15469,1999,Central Europe [CEU:12]
89,9132,1999,Central Europe [CEU:12]
90,4060,1999,Central Europe [CEU:12]
91,1202,1999,Central Europe [CEU:12]
92,195,1999,Central Europe [CEU:12]
93,21,1999,Central Europe [CEU:12]
94,1,1999,Central Europe [CEU:12]
0,47408679,1999,Canada/Greenland/Iceland [CGI:2]
1,44806345,1999,Canada/Greenland/Iceland [CGI:2]
2,17044991,1999,Canada/Greenland/Iceland [CGI:2]
3,14672436,1999,Canada/Greenland/Iceland [CGI:2]
4,15946314,1999,Canada/Greenland/Iceland [CGI:2]
5,13587142,1999,Canada/Greenland/Iceland [CGI:2]
6,9844442,1999,Canada/Greenland/Iceland [CGI:2]
7,6938747,1999,Canada/Greenland/Iceland [CGI:2]
8,4940853,1999,Canada/Greenland/Iceland [CGI:2]
9,3580604,1999,Canada/Greenland/Iceland [CGI:2]
10,2648814,1999,Canada/Greenland/Iceland [CGI:2]
11,2009829,1999,Canada/Greenland/Iceland [CGI:2]
12,1554193,1999,Canada/Greenland/Iceland [CGI:2]
13,1228933,1999,Canada/Greenland/Iceland [CGI:2]
14,988881,1999,Canada/Greenland/Iceland [CGI:2]
15,810068,1999,Canada/Greenland/Iceland [CGI:2]
16,676027,1999,Canada/Greenland/Iceland [CGI:2]
17,573376,1999,Canada/Greenland/Iceland [CGI:2]
18,495370,1999,Canada/Greenland/Iceland [CGI:2]
19,434083,1999,Canada/Greenland/Iceland [CGI:2]
20,386284,1999,Canada/Greenland/Iceland [CGI:2]
21,349635,1999,Canada/Greenland/Iceland [CGI:2]
22,319345,1999,Canada/Greenland/Iceland [CGI:2]
23,294938,1999,Canada/Greenland/Iceland [CGI:2]
24,275734,1999,Canada/Greenland/Iceland [CGI:2]
25,259399,1999,Canada/Greenland/Iceland [CGI:2]
26,244167,1999,Canada/Greenland/Iceland [CGI:2]
27,228350,1999,Canada/Greenland/Iceland [CGI:2]
28,211794,1999,Canada/Greenland/Iceland [CGI:2]
29,195814,1999,Canada/Greenland/Iceland [CGI:2]
30,179248,1999,Canada/Greenland/Iceland [CGI:2]
31,164830,1999,Canada/Greenland/Iceland [CGI:2]
32,150073,1999,Canada/Greenland/Iceland [CGI:2]
33,137195,1999,Canada/Greenland/Iceland [CGI:2]
34,124492,1999,Canada/Greenland/Iceland [CGI:2]
35,112465,1999,Canada/Greenland/Iceland [CGI:2]
36,102383,1999,Canada/Greenland/Iceland [CGI:2]
37,93019,1999,Canada/Greenland/Iceland [CGI:2]
38,83604,1999,Canada/Greenland/Iceland [CGI:2]
39,76068,1999,Canada/Greenland/Iceland [CGI:2]
40,69252,1999,Canada/Greenland/Iceland [CGI:2]
41,62378,1999,Canada/Greenland/Iceland [CGI:2]
42,56259,1999,Canada/Greenland/Iceland [CGI:2]
43,51109,1999,Canada/Greenland/Iceland [CGI:2]
44,46274,1999,Canada/Greenland/Iceland [CGI:2]
45,42544,1999,Canada/Greenland/Iceland [CGI:2]
46,39346,1999,Canada/Greenland/Iceland [CGI:2]
47,35679,1999,Canada/Greenland/Iceland [CGI:2]
48,32718,1999,Canada/Greenland/Iceland [CGI:2]
49,29716,1999,Canada/Greenland/Iceland [CGI:2]
50,27401,1999,Canada/Greenland/Iceland [CGI:2]
51,25160,1999,Canada/Greenland/Iceland [CGI:2]
