value,count,year,NAME
60,8782,2022,Canada/Greenland/Iceland [CGI:2]
61,7958,2022,Canada/Greenland/Iceland [CGI:2]
62,7337,2022,Canada/Greenland/Iceland [CGI:2]
63,6728,2022,Canada/Greenland/Iceland [CGI:2]
64,6245,2022,Canada/Greenland/Iceland [CGI:2]
65,5767,2022,Canada/Greenland/Iceland [CGI:2]
66,5120,2022,Canada/Greenland/Iceland [CGI:2]
67,4528,2022,Canada/Greenland/Iceland [CGI:2]
68,4282,2022,Canada/Greenland/Iceland [CGI:2]
69,3845,2022,Canada/Greenland/Iceland [CGI:2]
70,3599,2022,Canada/Greenland/Iceland [CGI:2]
71,3191,2022,Canada/Greenland/Iceland [CGI:2]
72,2782,2022,Canada/Greenland/Iceland [CGI:2]
73,2512,2022,Canada/Greenland/Iceland [CGI:2]
74,2209,2022,Canada/Greenland/Iceland [CGI:2]
75,1881,2022,Canada/Greenland/Iceland [CGI:2]
76,1726,2022,Canada/Greenland/Iceland [CGI:2]
77,1473,2022,Canada/Greenland/Iceland [CGI:2]
78,1292,2022,Canada/Greenland/Iceland [CGI:2]
79,1129,2022,Canada/Greenland/Iceland [CGI:2]
80,1034,2022,Canada/Greenland/Iceland [CGI:2]
81,895,2022,Canada/Greenland/Iceland [CGI:2]
82,693,2022,Canada/Greenland/Iceland [CGI:2]
83,665,2022,Canada/Greenland/Iceland [CGI:2]
84,559,2022,Canada/Greenland/Iceland [CGI:2]
85,442,2022,Canada/Greenland/Iceland [CGI:2]
86,361,2022,Canada/Greenland/Iceland [CGI:2]
87,242,2022,Canada/Greenland/Iceland [CGI:2]
88,106,2022,Canada/Greenland/Iceland [CGI:2]
89,32,2022,Canada/Greenland/Iceland [CGI:2]
90,3,2022,Canada/Greenland/Iceland [CGI:2]
0,705414,2022,Central North America [CNA:4]
1,351785,2022,Central North America [CNA:4]
2,224627,2022,Central North America [CNA:4]
3,309417,2022,Central North America [CNA:4]
4,763663,2022,Central North America [CNA:4]
5,1356522,2022,Central North America [CNA:4]
6,1584281,2022,Central North America [CNA:4]
7,1519368,2022,Central North America [CNA:4]
8,1369854,2022,Central North America [CNA:4]
9,1219809,2022,Central North America [CNA:4]
10,1097206,2022,Central North America [CNA:4]
11,1000834,2022,Central North America [CNA:4]
12,926493,2022,Central North America [CNA:4]
13,877179,2022,Central North America [CNA:4]
14,845385,2022,Central North America [CNA:4]
15,829715,2022,Central North America [CNA:4]
16,834930,2022,Central North America [CNA:4]
17,850850,2022,Central North America [CNA:4]
18,881044,2022,Central North America [CNA:4]
19,918316,2022,Central North America [CNA:4]
20,961556,2022,Central North America [CNA:4]
21,1008890,2022,Central North America [CNA:4]
22,1076969,2022,Central North America [CNA:4]
23,1170323,2022,Central North America [CNA:4]
24,1306965,2022,Central North America [CNA:4]
25,1467274,2022,Central North America [CNA:4]
26,1618131,2022,Central North America [CNA:4]
27,1728707,2022,Central North America [CNA:4]
28,1790822,2022,Central North America [CNA:4]
29,1815122,2022,Central North America [CNA:4]
30,1801067,2022,Central North America [CNA:4]
31,1758214,2022,Central North America [CNA:4]
32,1692451,2022,Central North America [CNA:4]
33,1600215,2022,Central North America [CNA:4]
34,1488362,2022,Central North America [CNA:4]
35,1380065,2022,Central North America [CNA:4]
36,1276398,2022,Central North America [CNA:4]
37,1171493,2022,Central North America [CNA:4]
38,1056682,2022,Central North America [CNA:4]
39,943623,2022,Central North America [CNA:4]
40,839793,2022,Central North America [CNA:4]
41,741986,2022,Central North America [CNA:4]
42,659761,2022,Central North America [CNA:4]
43,583257,2022,Central North America [CNA:4]
44,517310,2022,Central North America [CNA:4]
45,459887,2022,Central North America [CNA:4]
46,407238,2022,Central North America [CNA:4]
47,361417,2022,Central North America [CNA:4]
48,326808,2022,Central North America [CNA:4]
49,301326,2022,Central North America [CNA:4]
50,276584,2022,Central North America [CNA:4]
51,250226,2022,Central North America [CNA:4]
52,227346,2022,Central North America [CNA:4]
53,205098,2022,Central North America [CNA:4]
54,183413,2022,Central North America [CNA:4]
55,162433,2022,Central North America [CNA:4]
56,147265,2022,Central North America [CNA:4]
57,134291,2022,Central North America [CNA:4]
58,124554,2022,Central North America [CNA:4]
59,114956,2022,Central North America [CNA:4]
60,107183,2022,Central North America [CNA:4]
61,99711,2022,Central North America [CNA:4]
62,92715,2022,Central North America [CNA:4]
63,86543,2022,Central North America [CNA:4]
64,81661,2022,Central North America [CNA:4]
65,76646,2022,Central North America [CNA:4]
66,73115,2022,Central North America [CNA:4]
67,70427,2022,Central North America [CNA:4]
68,67796,2022,Central North America [CNA:4]
69,66929,2022,Central North America [CNA:4]
70,66810,2022,Central North America [CNA:4]
71,67062,2022,Central North America [CNA:4]
72,67507,2022,Central North America [CNA:4]
73,68927,2022,Central North America [CNA:4]
74,70156,2022,Central North America [CNA:4]
75,71392,2022,Central North America [CNA:4]
76,72097,2022,Central North America [CNA:4]
77,72401,2022,Central North America [CNA:4]
78,71059,2022,Central North America [CNA:4]
79,68218,2022,Central North America [CNA:4]
80,63329,2022,Central North America [CNA:4]
81,57657,2022,Central North America [CNA:4]
82,49422,2022,Central North America [CNA:4]
83,40733,2022,Central North America [CNA:4]
84,31628,2022,Central North America [CNA:4]
85,23025,2022,Central North America [CNA:4]
86,15483,2022,Central North America [CNA:4]
87,9643,2022,Central North America [CNA:4]
88,5183,2022,Central North America [CNA:4]
89,2471,2022,Central North America [CNA:4]
90,877,2022,Central North America [CNA:4]
91,227,2022,Central North America [CNA:4]
92,32,2022,Central North America [CNA:4]
93,2,2022,Central North America [CNA:4]
0,1011342,2022,East Africa [EAF:16]
1,345904,2022,East Africa [EAF:16]
2,3089243,2022,East Africa [EAF:16]
3,6391678,2022,East Africa [EAF:16]
4,8346174,2022,East Africa [EAF:16]
5,7958542,2022,East Africa [EAF:16]
6,6447006,2022,East Africa [EAF:16]
7,4998409,2022,East Africa [EAF:16]
8,3896047,2022,East Africa [EAF:16]
9,3086839,2022,East Africa [EAF:16]
10,2491460,2022,East Africa [EAF:16]
11,2051787,2022,East Africa [EAF:16]
12,1723779,2022,East Africa [EAF:16]
13,1482570,2022,East Africa [EAF:16]
14,1296892,2022,East Africa [EAF:16]
15,1154880,2022,East Africa [EAF:16]
16,1048210,2022,East Africa [EAF:16]
17,964707,2022,East Africa [EAF:16]
18,894242,2022,East Africa [EAF:16]
19,835429,2022,East Africa [EAF:16]
20,780042,2022,East Africa [EAF:16]
21,727300,2022,East Africa [EAF:16]
22,679922,2022,East Africa [EAF:16]
23,637241,2022,East Africa [EAF:16]
24,603247,2022,East Africa [EAF:16]
25,578069,2022,East Africa [EAF:16]
26,554366,2022,East Africa [EAF:16]
27,520391,2022,East Africa [EAF:16]
28,480077,2022,East Africa [EAF:16]
29,436187,2022,East Africa [EAF:16]
30,393880,2022,East Africa [EAF:16]
31,351672,2022,East Africa [EAF:16]
32,313352,2022,East Africa [EAF:16]
33,277297,2022,East Africa [EAF:16]
34,243775,2022,East Africa [EAF:16]
35,214584,2022,East Africa [EAF:16]
36,191448,2022,East Africa [EAF:16]
37,169344,2022,East Africa [EAF:16]
38,148611,2022,East Africa [EAF:16]
39,130271,2022,East Africa [EAF:16]
40,113123,2022,East Africa [EAF:16]
41,99870,2022,East Africa [EAF:16]
42,86832,2022,East Africa [EAF:16]
43,76384,2022,East Africa [EAF:16]
44,67887,2022,East Africa [EAF:16]
45,60035,2022,East Africa [EAF:16]
46,53146,2022,East Africa [EAF:16]
47,46772,2022,East Africa [EAF:16]
48,42234,2022,East Africa [EAF:16]
49,37906,2022,East Africa [EAF:16]
50,34635,2022,East Africa [EAF:16]
51,31011,2022,East Africa [EAF:16]
52,27574,2022,East Africa [EAF:16]
53,24578,2022,East Africa [EAF:16]
54,21674,2022,East Africa [EAF:16]
55,19217,2022,East Africa [EAF:16]
56,17402,2022,East Africa [EAF:16]
57,16026,2022,East Africa [EAF:16]
58,14754,2022,East Africa [EAF:16]
59,13556,2022,East Africa [EAF:16]
60,12901,2022,East Africa [EAF:16]
61,11816,2022,East Africa [EAF:16]
62,11399,2022,East Africa [EAF:16]
63,10530,2022,East Africa [EAF:16]
64,9667,2022,East Africa [EAF:16]
65,9155,2022,East Africa [EAF:16]
66,8558,2022,East Africa [EAF:16]
67,8070,2022,East Africa [EAF:16]
68,7672,2022,East Africa [EAF:16]
69,7379,2022,East Africa [EAF:16]
70,7090,2022,East Africa [EAF:16]
71,6754,2022,East Africa [EAF:16]
72,6637,2022,East Africa [EAF:16]
73,6347,2022,East Africa [EAF:16]
74,6185,2022,East Africa [EAF:16]
75,6000,2022,East Africa [EAF:16]
76,5906,2022,East Africa [EAF:16]
77,5735,2022,East Africa [EAF:16]
78,5682,2022,East Africa [EAF:16]
79,5549,2022,East Africa [EAF:16]
80,5242,2022,East Africa [EAF:16]
81,4784,2022,East Africa [EAF:16]
82,4535,2022,East Africa [EAF:16]
83,3961,2022,East Africa [EAF:16]
84,3351,2022,East Africa [EAF:16]
85,2714,2022,East Africa [EAF:16]
86,1985,2022,East Africa [EAF:16]
87,1322,2022,East Africa [EAF:16]
88,742,2022,East Africa [EAF:16]
89,358,2022,East Africa [EAF:16]
90,132,2022,East Africa [EAF:16]
91,16,2022,East Africa [EAF:16]
92,5,2022,East Africa [EAF:16]
0,2108347,2022,East Asia [EAS:22]
1,660262,2022,East Asia [EAS:22]
2,720862,2022,East Asia [EAS:22]
3,2924257,2022,East Asia [EAS:22]
4,7203421,2022,East Asia [EAS:22]
5,8754659,2022,East Asia [EAS:22]
6,7308329,2022,East Asia [EAS:22]
7,5448873,2022,East Asia [EAS:22]
8,4107130,2022,East Asia [EAS:22]
9,3233804,2022,East Asia [EAS:22]
10,2653151,2022,East Asia [EAS:22]
11,2244796,2022,East Asia [EAS:22]
12,1952935,2022,East Asia [EAS:22]
13,1745870,2022,East Asia [EAS:22]
14,1594666,2022,East Asia [EAS:22]
15,1493094,2022,East Asia [EAS:22]
16,1420030,2022,East Asia [EAS:22]
17,1369425,2022,East Asia [EAS:22]
18,1335919,2022,East Asia [EAS:22]
19,1305907,2022,East Asia [EAS:22]
20,1282013,2022,East Asia [EAS:22]
21,1261984,2022,East Asia [EAS:22]
22,1246458,2022,East Asia [EAS:22]
23,1247668,2022,East Asia [EAS:22]
24,1268043,2022,East Asia [EAS:22]
25,1305594,2022,East Asia [EAS:22]
26,1333381,2022,East Asia [EAS:22]
27,1347566,2022,East Asia [EAS:22]
28,1349677,2022,East Asia [EAS:22]
29,1346777,2022,East Asia [EAS:22]
30,1335540,2022,East Asia [EAS:22]
31,1326256,2022,East Asia [EAS:22]
32,1314412,2022,East Asia [EAS:22]
33,1300229,2022,East Asia [EAS:22]
34,1281464,2022,East Asia [EAS:22]
35,1270014,2022,East Asia [EAS:22]
36,1264845,2022,East Asia [EAS:22]
37,1250379,2022,East Asia [EAS:22]
38,1229852,2022,East Asia [EAS:22]
39,1202480,2022,East Asia [EAS:22]
40,1172090,2022,East Asia [EAS:22]
41,1137655,2022,East Asia [EAS:22]
42,1104156,2022,East Asia [EAS:22]
43,1071743,2022,East Asia [EAS:22]
44,1039260,2022,East Asia [EAS:22]
45,1008689,2022,East Asia [EAS:22]
46,979730,2022,East Asia [EAS:22]
47,953739,2022,East Asia [EAS:22]
48,937263,2022,East Asia [EAS:22]
49,924196,2022,East Asia [EAS:22]
50,904995,2022,East Asia [EAS:22]
51,873156,2022,East Asia [EAS:22]
52,836692,2022,East Asia [EAS:22]
53,796063,2022,East Asia [EAS:22]
54,741991,2022,East Asia [EAS:22]
55,682851,2022,East Asia [EAS:22]
56,633655,2022,East Asia [EAS:22]
57,590580,2022,East Asia [EAS:22]
58,557923,2022,East Asia [EAS:22]
59,527431,2022,East Asia [EAS:22]
60,500579,2022,East Asia [EAS:22]
61,474622,2022,East Asia [EAS:22]
62,444673,2022,East Asia [EAS:22]
63,418924,2022,East Asia [EAS:22]
64,391939,2022,East Asia [EAS:22]
65,366774,2022,East Asia [EAS:22]
66,344008,2022,East Asia [EAS:22]
67,323389,2022,East Asia [EAS:22]
68,305173,2022,East Asia [EAS:22]
69,290372,2022,East Asia [EAS:22]
70,279907,2022,East Asia [EAS:22]
71,268350,2022,East Asia [EAS:22]
72,261464,2022,East Asia [EAS:22]
73,255444,2022,East Asia [EAS:22]
74,248882,2022,East Asia [EAS:22]
75,245095,2022,East Asia [EAS:22]
76,241337,2022,East Asia [EAS:22]
77,238239,2022,East Asia [EAS:22]
78,237355,2022,East Asia [EAS:22]
79,236125,2022,East Asia [EAS:22]
80,235501,2022,East Asia [EAS:22]
81,236010,2022,East Asia [EAS:22]
82,235905,2022,East Asia [EAS:22]
83,233704,2022,East Asia [EAS:22]
84,226663,2022,East Asia [EAS:22]
85,214572,2022,East Asia [EAS:22]
86,190067,2022,East Asia [EAS:22]
87,153024,2022,East Asia [EAS:22]
88,108030,2022,East Asia [EAS:22]
89,62411,2022,East Asia [EAS:22]
90,27709,2022,East Asia [EAS:22]
91,8712,2022,East Asia [EAS:22]
92,1692,2022,East Asia [EAS:22]
93,158,2022,East Asia [EAS:22]
94,2,2022,East Asia [EAS:22]
0,1506991,2022,East North America [ENA:5]
1,554567,2022,East North America [ENA:5]
2,348672,2022,East North America [ENA:5]
3,424618,2022,East North America [ENA:5]
4,950605,2022,East North America [ENA:5]
5,1775528,2022,East North America [ENA:5]
6,2124363,2022,East North America [ENA:5]
7,1925024,2022,East North America [ENA:5]
8,1549007,2022,East North America [ENA:5]
9,1221977,2022,East North America [ENA:5]
10,975840,2022,East North America [ENA:5]
11,798987,2022,East North America [ENA:5]
12,670496,2022,East North America [ENA:5]
13,582633,2022,East North America [ENA:5]
14,519212,2022,East North America [ENA:5]
15,476081,2022,East North America [ENA:5]
16,448526,2022,East North America [ENA:5]
17,431709,2022,East North America [ENA:5]
18,422917,2022,East North America [ENA:5]
19,418266,2022,East North America [ENA:5]
20,417439,2022,East North America [ENA:5]
21,419165,2022,East North America [ENA:5]
22,425466,2022,East North America [ENA:5]
23,442356,2022,East North America [ENA:5]
24,475652,2022,East North America [ENA:5]
25,521028,2022,East North America [ENA:5]
26,565371,2022,East North America [ENA:5]
27,596600,2022,East North America [ENA:5]
28,613466,2022,East North America [ENA:5]
29,619765,2022,East North America [ENA:5]
30,621411,2022,East North America [ENA:5]
31,617839,2022,East North America [ENA:5]
32,609380,2022,East North America [ENA:5]
33,596098,2022,East North America [ENA:5]
34,578411,2022,East North America [ENA:5]
35,559378,2022,East North America [ENA:5]
36,541509,2022,East North America [ENA:5]
37,519998,2022,East North America [ENA:5]
38,491394,2022,East North America [ENA:5]
39,460944,2022,East North America [ENA:5]
40,428368,2022,East North America [ENA:5]
41,398795,2022,East North America [ENA:5]
42,369251,2022,East North America [ENA:5]
43,339527,2022,East North America [ENA:5]
44,314223,2022,East North America [ENA:5]
45,288900,2022,East North America [ENA:5]
46,266479,2022,East North America [ENA:5]
47,245466,2022,East North America [ENA:5]
48,230347,2022,East North America [ENA:5]
49,218113,2022,East North America [ENA:5]
50,206349,2022,East North America [ENA:5]
51,192809,2022,East North America [ENA:5]
52,179483,2022,East North America [ENA:5]
53,166752,2022,East North America [ENA:5]
54,153043,2022,East North America [ENA:5]
55,138956,2022,East North America [ENA:5]
56,127587,2022,East North America [ENA:5]
57,118764,2022,East North America [ENA:5]
58,111807,2022,East North America [ENA:5]
59,106034,2022,East North America [ENA:5]
60,101221,2022,East North America [ENA:5]
61,96314,2022,East North America [ENA:5]
62,91817,2022,East North America [ENA:5]
63,86951,2022,East North America [ENA:5]
64,82973,2022,East North America [ENA:5]
65,79761,2022,East North America [ENA:5]
66,75701,2022,East North America [ENA:5]
67,74400,2022,East North America [ENA:5]
68,72378,2022,East North America [ENA:5]
69,71385,2022,East North America [ENA:5]
70,70837,2022,East North America [ENA:5]
71,70762,2022,East North America [ENA:5]
72,70814,2022,East North America [ENA:5]
73,71458,2022,East North America [ENA:5]
74,72156,2022,East North America [ENA:5]
75,72622,2022,East North America [ENA:5]
76,73615,2022,East North America [ENA:5]
77,74464,2022,East North America [ENA:5]
78,74617,2022,East North America [ENA:5]
79,73220,2022,East North America [ENA:5]
80,72251,2022,East North America [ENA:5]
81,68491,2022,East North America [ENA:5]
82,63403,2022,East North America [ENA:5]
83,56567,2022,East North America [ENA:5]
84,48029,2022,East North America [ENA:5]
85,39822,2022,East North America [ENA:5]
86,30485,2022,East North America [ENA:5]
87,21309,2022,East North America [ENA:5]
88,13192,2022,East North America [ENA:5]
89,6666,2022,East North America [ENA:5]
90,2631,2022,East North America [ENA:5]
91,836,2022,East North America [ENA:5]
92,175,2022,East North America [ENA:5]
93,13,2022,East North America [ENA:5]
0,2976334,2022,South Europe/Mediterranean [MED:13]
1,5765681,2022,South Europe/Mediterranean [MED:13]
2,2108417,2022,South Europe/Mediterranean [MED:13]
3,2037111,2022,South Europe/Mediterranean [MED:13]
4,2739837,2022,South Europe/Mediterranean [MED:13]
5,2823240,2022,South Europe/Mediterranean [MED:13]
6,2482958,2022,South Europe/Mediterranean [MED:13]
7,2135781,2022,South Europe/Mediterranean [MED:13]
8,1849968,2022,South Europe/Mediterranean [MED:13]
9,1619557,2022,South Europe/Mediterranean [MED:13]
10,1429218,2022,South Europe/Mediterranean [MED:13]
11,1279709,2022,South Europe/Mediterranean [MED:13]
12,1155284,2022,South Europe/Mediterranean [MED:13]
13,1057921,2022,South Europe/Mediterranean [MED:13]
14,983435,2022,South Europe/Mediterranean [MED:13]
15,929221,2022,South Europe/Mediterranean [MED:13]
16,891516,2022,South Europe/Mediterranean [MED:13]
17,863280,2022,South Europe/Mediterranean [MED:13]
18,845109,2022,South Europe/Mediterranean [MED:13]
19,831022,2022,South Europe/Mediterranean [MED:13]
20,819889,2022,South Europe/Mediterranean [MED:13]
21,810788,2022,South Europe/Mediterranean [MED:13]
22,804242,2022,South Europe/Mediterranean [MED:13]
23,798175,2022,South Europe/Mediterranean [MED:13]
24,803528,2022,South Europe/Mediterranean [MED:13]
25,821058,2022,South Europe/Mediterranean [MED:13]
26,832132,2022,South Europe/Mediterranean [MED:13]
27,833423,2022,South Europe/Mediterranean [MED:13]
28,827345,2022,South Europe/Mediterranean [MED:13]
29,811783,2022,South Europe/Mediterranean [MED:13]
30,792260,2022,South Europe/Mediterranean [MED:13]
31,770561,2022,South Europe/Mediterranean [MED:13]
32,746509,2022,South Europe/Mediterranean [MED:13]
33,719849,2022,South Europe/Mediterranean [MED:13]
34,690626,2022,South Europe/Mediterranean [MED:13]
35,662628,2022,South Europe/Mediterranean [MED:13]
36,636134,2022,South Europe/Mediterranean [MED:13]
37,609912,2022,South Europe/Mediterranean [MED:13]
38,580622,2022,South Europe/Mediterranean [MED:13]
39,546357,2022,South Europe/Mediterranean [MED:13]
40,512546,2022,South Europe/Mediterranean [MED:13]
41,481241,2022,South Europe/Mediterranean [MED:13]
42,451079,2022,South Europe/Mediterranean [MED:13]
43,424364,2022,South Europe/Mediterranean [MED:13]
44,398210,2022,South Europe/Mediterranean [MED:13]
45,376284,2022,South Europe/Mediterranean [MED:13]
46,355999,2022,South Europe/Mediterranean [MED:13]
47,338692,2022,South Europe/Mediterranean [MED:13]
48,325219,2022,South Europe/Mediterranean [MED:13]
49,313161,2022,South Europe/Mediterranean [MED:13]
50,300069,2022,South Europe/Mediterranean [MED:13]
51,286407,2022,South Europe/Mediterranean [MED:13]
52,270247,2022,South Europe/Mediterranean [MED:13]
53,253972,2022,South Europe/Mediterranean [MED:13]
54,235344,2022,South Europe/Mediterranean [MED:13]
55,216065,2022,South Europe/Mediterranean [MED:13]
56,197808,2022,South Europe/Mediterranean [MED:13]
57,183456,2022,South Europe/Mediterranean [MED:13]
58,171575,2022,South Europe/Mediterranean [MED:13]
59,161702,2022,South Europe/Mediterranean [MED:13]
60,152699,2022,South Europe/Mediterranean [MED:13]
61,144097,2022,South Europe/Mediterranean [MED:13]
62,134985,2022,South Europe/Mediterranean [MED:13]
63,125667,2022,South Europe/Mediterranean [MED:13]
64,117010,2022,South Europe/Mediterranean [MED:13]
65,108066,2022,South Europe/Mediterranean [MED:13]
66,100845,2022,South Europe/Mediterranean [MED:13]
67,93838,2022,South Europe/Mediterranean [MED:13]
68,88653,2022,South Europe/Mediterranean [MED:13]
69,83743,2022,South Europe/Mediterranean [MED:13]
70,79850,2022,South Europe/Mediterranean [MED:13]
71,76639,2022,South Europe/Mediterranean [MED:13]
72,73110,2022,South Europe/Mediterranean [MED:13]
73,70987,2022,South Europe/Mediterranean [MED:13]
74,68659,2022,South Europe/Mediterranean [MED:13]
75,66787,2022,South Europe/Mediterranean [MED:13]
76,65432,2022,South Europe/Mediterranean [MED:13]
77,63258,2022,South Europe/Mediterranean [MED:13]
78,61446,2022,South Europe/Mediterranean [MED:13]
79,59484,2022,South Europe/Mediterranean [MED:13]
80,56422,2022,South Europe/Mediterranean [MED:13]
81,53830,2022,South Europe/Mediterranean [MED:13]
82,50389,2022,South Europe/Mediterranean [MED:13]
83,45844,2022,South Europe/Mediterranean [MED:13]
84,40791,2022,South Europe/Mediterranean [MED:13]
85,34455,2022,South Europe/Mediterranean [MED:13]
86,26724,2022,South Europe/Mediterranean [MED:13]
87,19249,2022,South Europe/Mediterranean [MED:13]
88,12234,2022,South Europe/Mediterranean [MED:13]
89,6306,2022,South Europe/Mediterranean [MED:13]
90,2442,2022,South Europe/Mediterranean [MED:13]
91,726,2022,South Europe/Mediterranean [MED:13]
92,129,2022,South Europe/Mediterranean [MED:13]
93,13,2022,South Europe/Mediterranean [MED:13]
94,1,2022,South Europe/Mediterranean [MED:13]
0,3108130,2022,North Asia [NAS:18]
1,3911446,2022,North Asia [NAS:18]
2,16134426,2022,North Asia [NAS:18]
3,57824138,2022,North Asia [NAS:18]
4,70409361,2022,North Asia [NAS:18]
5,50020095,2022,North Asia [NAS:18]
6,31049220,2022,North Asia [NAS:18]
7,19667717,2022,North Asia [NAS:18]
8,13201075,2022,North Asia [NAS:18]
9,9395154,2022,North Asia [NAS:18]
10,7038838,2022,North Asia [NAS:18]
11,5493038,2022,North Asia [NAS:18]
12,4424976,2022,North Asia [NAS:18]
13,3657491,2022,North Asia [NAS:18]
14,3089452,2022,North Asia [NAS:18]
15,2657420,2022,North Asia [NAS:18]
16,2324583,2022,North Asia [NAS:18]
17,2057603,2022,North Asia [NAS:18]
18,1837622,2022,North Asia [NAS:18]
19,1652459,2022,North Asia [NAS:18]
20,1485999,2022,North Asia [NAS:18]
21,1338511,2022,North Asia [NAS:18]
22,1204759,2022,North Asia [NAS:18]
23,1088925,2022,North Asia [NAS:18]
24,988677,2022,North Asia [NAS:18]
25,900774,2022,North Asia [NAS:18]
26,819955,2022,North Asia [NAS:18]
27,742689,2022,North Asia [NAS:18]
28,671054,2022,North Asia [NAS:18]
29,608488,2022,North Asia [NAS:18]
30,549013,2022,North Asia [NAS:18]
31,497793,2022,North Asia [NAS:18]
32,448841,2022,North Asia [NAS:18]
33,406824,2022,North Asia [NAS:18]
34,367422,2022,North Asia [NAS:18]
35,333888,2022,North Asia [NAS:18]
36,302993,2022,North Asia [NAS:18]
37,277035,2022,North Asia [NAS:18]
38,252836,2022,North Asia [NAS:18]
39,231624,2022,North Asia [NAS:18]
40,211428,2022,North Asia [NAS:18]
41,192187,2022,North Asia [NAS:18]
42,175144,2022,North Asia [NAS:18]
43,160198,2022,North Asia [NAS:18]
44,145275,2022,North Asia [NAS:18]
45,133954,2022,North Asia [NAS:18]
46,122877,2022,North Asia [NAS:18]
47,113399,2022,North Asia [NAS:18]
48,104691,2022,North Asia [NAS:18]
49,97607,2022,North Asia [NAS:18]
50,92077,2022,North Asia [NAS:18]
51,86332,2022,North Asia [NAS:18]
52,80313,2022,North Asia [NAS:18]
53,74733,2022,North Asia [NAS:18]
54,67875,2022,North Asia [NAS:18]
55,61715,2022,North Asia [NAS:18]
56,56792,2022,North Asia [NAS:18]
57,53038,2022,North Asia [NAS:18]
58,50326,2022,North Asia [NAS:18]
59,47023,2022,North Asia [NAS:18]
60,44473,2022,North Asia [NAS:18]
61,41871,2022,North Asia [NAS:18]
62,38729,2022,North Asia [NAS:18]
63,36602,2022,North Asia [NAS:18]
64,33955,2022,North Asia [NAS:18]
65,31791,2022,North Asia [NAS:18]
66,30303,2022,North Asia [NAS:18]
67,28568,2022,North Asia [NAS:18]
68,27153,2022,North Asia [NAS:18]
69,25625,2022,North Asia [NAS:18]
70,24945,2022,North Asia [NAS:18]
71,24136,2022,North Asia [NAS:18]
72,23615,2022,North Asia [NAS:18]
73,22626,2022,North Asia [NAS:18]
74,22320,2022,North Asia [NAS:18]
75,21669,2022,North Asia [NAS:18]
76,21369,2022,North Asia [NAS:18]
77,20792,2022,North Asia [NAS:18]
78,20607,2022,North Asia [NAS:18]
79,20202,2022,North Asia [NAS:18]
80,20001,2022,North Asia [NAS:18]
81,19421,2022,North Asia [NAS:18]
82,18487,2022,North Asia [NAS:18]
83,17050,2022,North Asia [NAS:18]
84,15358,2022,North Asia [NAS:18]
85,12841,2022,North Asia [NAS:18]
86,9734,2022,North Asia [NAS:18]
87,6638,2022,North Asia [NAS:18]
88,3816,2022,North Asia [NAS:18]
89,1767,2022,North Asia [NAS:18]
90,670,2022,North Asia [NAS:18]
91,171,2022,North Asia [NAS:18]
92,37,2022,North Asia [NAS:18]
93,4,2022,North Asia [NAS:18]
94,1,2022,North Asia [NAS:18]
0,1281474,2022,North Australia [NAU:25]
1,178093,2022,North Australia [NAU:25]
2,628156,2022,North Australia [NAU:25]
3,4912043,2022,North Australia [NAU:25]
4,12198914,2022,North Australia [NAU:25]
5,12381657,2022,North Australia [NAU:25]
6,9129559,2022,North Australia [NAU:25]
7,6497265,2022,North Australia [NAU:25]
8,4719881,2022,North Australia [NAU:25]
9,3494834,2022,North Australia [NAU:25]
10,2635282,2022,North Australia [NAU:25]
11,2024792,2022,North Australia [NAU:25]
12,1592263,2022,North Australia [NAU:25]
13,1280303,2022,North Australia [NAU:25]
14,1042675,2022,North Australia [NAU:25]
15,865725,2022,North Australia [NAU:25]
16,729860,2022,North Australia [NAU:25]
17,626167,2022,North Australia [NAU:25]
18,540799,2022,North Australia [NAU:25]
19,474574,2022,North Australia [NAU:25]
20,419233,2022,North Australia [NAU:25]
21,373561,2022,North Australia [NAU:25]
22,333876,2022,North Australia [NAU:25]
23,303338,2022,North Australia [NAU:25]
24,277535,2022,North Australia [NAU:25]
25,254139,2022,North Australia [NAU:25]
26,234136,2022,North Australia [NAU:25]
27,216998,2022,North Australia [NAU:25]
28,200653,2022,North Australia [NAU:25]
29,185343,2022,North Australia [NAU:25]
30,170746,2022,North Australia [NAU:25]
31,157197,2022,North Australia [NAU:25]
32,143804,2022,North Australia [NAU:25]
33,130930,2022,North Australia [NAU:25]
34,118833,2022,North Australia [NAU:25]
35,107999,2022,North Australia [NAU:25]
36,97826,2022,North Australia [NAU:25]
37,87768,2022,North Australia [NAU:25]
38,79496,2022,North Australia [NAU:25]
39,70056,2022,North Australia [NAU:25]
40,62406,2022,North Australia [NAU:25]
41,55017,2022,North Australia [NAU:25]
42,48042,2022,North Australia [NAU:25]
43,41835,2022,North Australia [NAU:25]
44,37063,2022,North Australia [NAU:25]
45,32411,2022,North Australia [NAU:25]
46,28545,2022,North Australia [NAU:25]
47,25267,2022,North Australia [NAU:25]
48,21989,2022,North Australia [NAU:25]
49,19447,2022,North Australia [NAU:25]
50,17736,2022,North Australia [NAU:25]
51,15504,2022,North Australia [NAU:25]
52,14000,2022,North Australia [NAU:25]
53,12395,2022,North Australia [NAU:25]
54,10672,2022,North Australia [NAU:25]
55,9338,2022,North Australia [NAU:25]
56,8152,2022,North Australia [NAU:25]
57,7492,2022,North Australia [NAU:25]
58,6794,2022,North Australia [NAU:25]
